1002,FDSC
1003,PLPPM
1004,ENTOM
1005,ENTOM
1006,PLPPM
1007,VIEN
1008,VIEN
1009,PLSCS
1010,PLSCS
1011,BIOMI
1012,BIOMI
1013,AIIS
1014,AIIS
1015,AIIS
1016,AEM
1017,AEM
1018,AEM
1019,AEM
1020,AEM
1021,AEM
1022,AEM
1028,AEM
1030,AEM
1031,AEM
1033,AEM
1034,AEM
1035,ANSC
1036,ANSC
1037,ANSC
1038,ANSC
1039,ANSC
1042,ANSC
1043,ANSC
1044,BEE
1045,BEE
1046,BEE
1047,BEE
1048,BEE
1050,BTRY
1051,BTRY
1052,BTRY
1053,BTRY
1054,BTRY
1055,BIOAP
1056,BIOAP
1057,BIOAP
1058,ANSC
1059,ANSC
1061,ANSC
1062,ANSC
1063,AEM
1064,AEM
1065,AEM
1066,ANSC
1067,ANSC
1068,ANSC
1069,COMM
1070,COMM
1071,BEE
1072,ANSC
1073,ANSC
1074,BEE
1075,ANSC
1076,BEE
1077,AEM
1078,BEE
1079,PLSCS
1080,PLSCS
1081,PLSCS
1082,PLSCS
1083,PLSCS
1084,PLSCS
1085,PLSCS
1086,PLSCS
1087,PLSCS
1088,PLSCS
1089,BIOMG
1090,BIOMG
1091,BTRY
1092,BTRY
1093,BTRY
1094,BIOMG
1095,BIOMG
1096,BIOMG
1097,BIOMG
1098,BIOMG
1099,BIOMG
1100,BIOMG
1101,BIOMG
1102,BIOMG
1103,PLSCS
1104,BIOMG
1105,PLSCS
1106,BIOMG
1107,COMM
1108,COMM
1109,PLSCS
1110,BIOMG
1111,BIOMG
1112,BIOMG
1113,PLSCS
1114,COMM
1115,COMM
1116,ENTOM
1117,ENTOM
1118,ENTOM
1119,COMM
1120,EDUC
1121,COMM
1122,EDUC
1123,COMM
1124,COMM
1125,COMM
1126,EDUC
1127,COMM
1128,COMM
1129,NTRES
1130,NTRES
1131,NTRES
1132,BIOMI
1133,BIOMI
1134,NTRES
1135,NTRES
1136,NTRES
1138,NTRES
1139,NTRES
1140,FDSC
1141,FDSC
1142,FDSC
1143,FDSC
1144,FDSC
1145,FDSC
1146,FDSC
1147,FDSC
1148,FDSC
1149,FDSC
1150,FDSC
1151,LA
1152,LA
1153,LA
1155,LA
1156,LA
